Reactant,R_SinglePointEnergy,R_Solv,R_ThermalCorrectionGibbs,R_GibbsFreeEnergy,Product,P_SinglePointEnergy,P_solv,P_ThermalCorrectionGibbs,P_GibbsFreeEnergy,AnodeLimit(V)
cluster4_mol120_,-890.6061377,-0.03553950000002715,0.050235,-890.5914422,cluster4_mol120_minus2Li,-875.3360207,-0.015477200000077573,0.050298,0.050298,4.371525269988647
cluster4_mol121_,-890.6055432,-0.03487859999995635,0.049962,-890.5904598,cluster4_mol121_minus2Li,-875.3299374,-0.015026800000100593,0.05017,0.05017,4.44531328962848
cluster4_mol135_,-905.8595837,-0.04315309999992678,0.088586,-905.8141508,cluster4_mol135_minus2Li,-890.5946029,-0.01865459999999075,0.087342,0.087342,4.344218546146447
cluster4_mol142_,-866.6134601,-0.043049900000028174,0.062054,-866.594456,cluster4_mol142_minus2Li,-851.3506076,-0.017249900000024354,0.062136,0.062136,4.351010532466049
cluster4_mol150_,-508.6854702,-0.09254609999999275,0.094218,-508.6837983,cluster4_mol150_minus2Li,-493.5143595,-0.017529099999990194,0.09563,0.09563,3.7905247191275815
cluster4_mol151_,-791.4738761,-0.03618210000001909,0.059252,-791.4508062,cluster4_mol151_minus2Li,-776.2035512,-0.01619149999999081,0.059545,0.059545,4.376507692645433
cluster4_mol16_,-870.0058437,-0.034948799999938274,0.10787,-869.9329224999999,cluster4_mol16_minus2Li,-854.7416533,-0.017682799999988674,0.108927,0.108927,4.266367851995197
cluster4_mol174_,-618.830331,-0.05646490000003723,0.067888,-618.8189079,cluster4_mol174_minus2Li,-603.5839196,-0.0315466000000697,0.067951,0.067951,4.115062478881859
cluster4_mol187_,-989.7369383,-0.03389389999995274,0.040664,-989.7301682,cluster4_mol187_minus2Li,-974.4618489,-0.01379660000009153,0.040883,0.040883,4.441777157328852
cluster4_mol188_,-929.8734283,-0.03472260000000915,0.073983,-929.8341679,cluster4_mol188_minus2Li,-914.6073291,-0.01541229999997995,0.074874,0.074874,4.317894156863707
cluster4_mol192_,-666.8152057,-0.04114470000001802,0.044456,-666.8118944,cluster4_mol192_minus2Li,-651.5608571,-0.016535999999973683,0.044197,0.044197,4.214460586361186
cluster4_mol193_,-866.6126517,-0.04290609999998196,0.061827,-866.5937308,cluster4_mol193_minus2Li,-851.3465935,-0.027824699999996483,0.062105,0.062105,4.2514586801043315
cluster4_mol1_,-1227.5865024,-0.04302789999997003,0.064318,-1227.5652123,cluster4_mol1_minus2Li,-1212.3757707,-0.009254000000055385,0.066153,0.066153,3.7742100741033826
cluster4_mol204_,-666.8020961,-0.05015769999999975,0.043453,-666.8088008,cluster4_mol204_minus2Li,-651.5600718,-0.016181700000061028,0.044837,0.044837,4.196582641601667
cluster4_mol205_,-606.9516756,-0.04561200000000554,0.080827,-606.9164606,cluster4_mol205_minus2Li,-591.6921258,-0.021073800000067422,0.079118,0.079118,4.264539240295729
cluster4_mol210_,-989.7302134,-0.034123599999929866,0.040894,-989.723443,cluster4_mol210_minus2Li,-974.4537009,-0.014022000000068147,0.040952,0.040952,4.4590074687757255
cluster4_mol226_,-606.9583799,-0.04085680000002867,0.077591,-606.9216457,cluster4_mol226_minus2Li,-591.7072034,-0.01580699999999524,0.07802,0.07802,4.186664055811422
cluster4_mol22_,-621.0329123,-0.05151539999997112,0.094034,-620.9903937,cluster4_mol22_minus2Li,-605.7655206,-0.022515100000077837,0.092926,0.092926,4.440121338549972
cluster4_mol233_,-606.9481795,-0.04497089999995296,0.078898,-606.9142524,cluster4_mol233_minus2Li,-591.693693,-0.020500099999935628,0.078893,0.078893,4.217916444783784
cluster4_mol244_,-666.7952151,-0.05031830000007176,0.043503,-666.8020304,cluster4_mol244_minus2Li,-651.551822,-0.016444500000034168,0.044281,0.044281,4.205570594650634
cluster4_mol24_,-928.0068392,-0.04277840000008837,0.052075,-927.9975426000001,cluster4_mol24_minus2Li,-912.7488146,-0.01748110000005454,0.051356,0.051356,4.2675855658924355
cluster4_mol256_,-606.9568345,-0.04134030000000166,0.078231,-606.9199438,cluster4_mol256_minus2Li,-591.7064167,-0.017965699999990647,0.078165,0.078165,4.146814198580881
cluster4_mol257_,-592.6506593,-0.06785129999991568,0.0543,-592.6642105999999,cluster4_mol257_minus2Li,-577.5322972,-0.009845199999972465,0.059937,0.059937,2.898879231485299
cluster4_mol25_,-830.7394086,-0.03542799999991075,0.0826,-830.6922366,cluster4_mol25_minus2Li,-815.47307,-0.016916100000003098,0.083939,0.083939,4.3163839195202875
cluster4_mol26_,-830.7415915,-0.035283899999967616,0.083664,-830.6932114,cluster4_mol26_minus2Li,-815.4750568,-0.014559000000076594,0.084172,0.084172,4.337855140694028
cluster4_mol276_,-965.7239689,-0.05153139999993073,0.048007,-965.7274933,cluster4_mol276_minus2Li,-950.4831554,-0.021055899999964822,0.050687,0.050687,4.150114951547373
cluster4_mol279_,-929.8575114,-0.04169539999998051,0.07408,-929.8251268,cluster4_mol279_minus2Li,-914.6009288,-0.013444999999933316,0.074787,0.074787,4.30754699020628
cluster4_mol27_,-582.9450586,-0.04510619999996379,0.090891,-582.8992738,cluster4_mol27_minus2Li,-567.6927844,-0.025207499999964966,0.090488,0.090488,4.120194564698343
cluster4_mol283_,-606.9354305,-0.05060589999993681,0.075803,-606.9102334,cluster4_mol283_minus2Li,-591.6986354,-0.018067800000039824,0.078371,0.078371,4.121980998600272
cluster4_mol284_,-606.9577448,-0.041037400000050184,0.078004,-606.9207782000001,cluster4_mol284_minus2Li,-591.7075251,-0.016249799999968673,0.078119,0.078119,4.165806453595078
cluster4_mol30_,-581.7669985,-0.05184569999994437,0.07049,-581.7483542,cluster4_mol30_minus2Li,-566.4952893,-0.021768700000052377,0.069007,0.069007,4.5084112779186825
cluster4_mol335_,-870.0066134,-0.0347646000000168,0.107023,-869.934355,cluster4_mol335_minus2Li,-854.741385,-0.015047099999947022,0.107154,0.107154,4.301246171166408
cluster4_mol33_,-507.8223887,-0.04221530000000939,0.087619,-507.77698499999997,cluster4_mol33_minus2Li,-492.5723106,-0.019454499999994823,0.087275,0.087275,4.130058727522197
cluster4_mol346_,-870.0072703,-0.03441989999998896,0.107446,-869.9342442,cluster4_mol346_minus2Li,-854.7445628,-0.015413299999977426,0.108513,0.108513,4.27001010908327
cluster4_mol378_,-791.4738793,-0.036188199999969584,0.059019,-791.4510485,cluster4_mol378_minus2Li,-776.2035158,-0.016197799999986273,0.059565,0.059565,4.380472405813791
cluster4_mol41_,-547.0887061,-0.04161620000002131,0.112649,-547.0176733,cluster4_mol41_minus2Li,-531.8410508,-0.020341500000085944,0.112402,0.112402,4.0781950002571214
cluster4_mol574_,-1027.1161628,-0.05069279999997889,0.041625,-1027.1252306,cluster4_mol574_minus2Li,-1011.8711121,-0.01577780000002349,0.0421,0.0421,4.238167230914403
cluster4_mol578_,-929.8562467,-0.04177449999997407,0.07277,-929.8252512,cluster4_mol578_minus2Li,-914.5997149,-0.01574160000006941,0.074705,0.074705,4.293392936984031
cluster4_mol579_,-929.8747618,-0.034461899999996604,0.074423,-929.8348007,cluster4_mol579_minus2Li,-914.6081266,-0.013486100000022816,0.074681,0.074681,4.339234762915947
cluster4_mol580_,-929.8740219,-0.03478559999996378,0.074795,-929.8340125,cluster4_mol580_minus2Li,-914.6083486,-0.013900899999953253,0.074755,0.074755,4.320853405710167
cluster4_mol581_,-929.8724075,-0.03418050000004769,0.074548,-929.83204,cluster4_mol581_minus2Li,-914.6001543,-0.015376199999991513,0.074535,0.074535,4.382439796081691
cluster4_mol60_,-904.6792271,-0.04644679999989876,0.067675,-904.6579988999999,cluster4_mol60_minus2Li,-889.4013812,-0.01878270000008797,0.067793,0.067793,4.5808591319882535
cluster4_mol62_,-543.6982054,-0.0482124999999769,0.065382,-543.6810359,cluster4_mol62_minus2Li,-528.450145,-0.01906050000002324,0.065475,0.065475,4.195509148570814
cluster4_mol88_,-928.0078329,-0.04213310000000092,0.051459,-927.998507,cluster4_mol88_minus2Li,-912.7458863,-0.017611199999919336,0.051344,0.051344,4.318615261180167
cluster4_mol91_,-618.8357537,-0.05294529999991937,0.066356,-618.8223429999999,cluster4_mol91_minus2Li,-603.5985855,-0.03412639999999101,0.068217,0.068217,3.930778148156254
cluster4_mol97_,-547.0900275,-0.040927099999976235,0.11241,-547.0185446,cluster4_mol97_minus2Li,-531.8408134,-0.01744799999994484,0.110099,0.110099,4.1013138767689945
cluster4_mol98_,-581.7606885,-0.04827079999995476,0.069214,-581.7397453,cluster4_mol98_minus2Li,-566.4981408,-0.020656000000030872,0.068772,0.068772,4.364425793904264
cluster4_mol99_,-581.7837265,-0.03780560000006972,0.07147,-581.7500621,cluster4_mol99_minus2Li,-566.4916094,-0.02585409999994681,0.068817,0.068817,4.523546305125132
cluster5_mol264_,-685.3276521,-0.07056679999993776,0.123897,-685.2743218999999,cluster5_mol264_minus2Li,-670.1856427,-0.0135314000000335,0.124932,0.124932,3.144797572676373
cluster6_mol180_,-586.2868493,-0.052096500000061496,0.135486,-586.2034598,cluster6_mol180_minus2Li,-571.1056664,-0.019622199999957957,0.137641,0.137641,3.3588485453701638
cluster7_mol0_,-1041.2158472,-0.05114519999983713,0.058876,-1041.2081163999999,cluster7_mol0_minus2Li,-1025.9414715,-0.020566899999948873,0.055887,0.055887,4.531021299681706
cluster7_mol14_,-905.8618404,-0.038140799999951014,0.087158,-905.8128231999999,cluster7_mol14_minus2Li,-890.5932718,-0.022743499999933192,0.087524,0.087524,4.291109893505965
cluster7_mol164_,-661.3592295,-0.07070140000007541,0.138936,-661.2909949000001,cluster7_mol164_minus2Li,-646.2471731,-0.018609599999990678,0.142946,0.142946,2.710480524434731
cluster7_mol168_,-660.2962944,-0.05099150000000918,0.12,-660.2272859,cluster7_mol168_minus2Li,-645.0284289,-0.0217265999999654,0.118898,0.118898,4.450249452763485
cluster7_mol17_,-656.936596,-0.051270000000045,0.073114,-656.914752,cluster7_mol17_minus2Li,-641.6724704,-0.02406949999999597,0.072119,0.072119,4.372733459865239
cluster7_mol184_,-1004.9891064,-0.03834140000003572,0.077768,-1004.9496798,cluster7_mol184_minus2Li,-989.730518,-0.01898390000008021,0.07886,0.07886,4.219081096282933
cluster7_mol197_,-745.3646735,-0.042850499999985914,0.095456,-745.312068,cluster7_mol197_minus2Li,-730.1090275,-0.01909920000002785,0.095507,0.095507,4.224664892727489
cluster7_mol198_,-745.3622529,-0.04428259999997408,0.096074,-745.3104615,cluster7_mol198_minus2Li,-730.1063198,-0.021835899999928188,0.095739,0.095739,4.205569234076922
cluster7_mol201_,-646.2149979,-0.043247100000030514,0.10461,-646.153635,cluster7_mol201_minus2Li,-630.9590649,-0.022153000000002976,0.104517,0.104517,4.190457336631361
cluster7_mol207_,-1005.0030069,-0.038534100000106264,0.079155,-1004.962386,cluster7_mol207_minus2Li,-989.7372243,-0.020204499999977088,0.079556,0.079556,4.293576614500527
cluster7_mol215_,-720.166892,-0.050497100000029604,0.085178,-720.1322111,cluster7_mol215_minus2Li,-704.898983,-0.02114089999997759,0.083885,0.083885,4.449484810072676
cluster7_mol217_,-721.3159455,-0.05500830000005408,0.105066,-721.2658878000001,cluster7_mol217_minus2Li,-706.0778513,-0.018693999999982225,0.105797,0.105797,4.1660404723544975
cluster7_mol238_,-721.3180962,-0.0530189999999493,0.103998,-721.2671171999999,cluster7_mol238_minus2Li,-706.0898997,-0.019948099999965052,0.1062,0.1062,4.007260104676853
cluster7_mol250_,-685.4847515,-0.04005640000002586,0.129868,-685.3949399,cluster7_mol250_minus2Li,-670.2345678,-0.01637110000001485,0.130153,0.130153,4.152632013783313
cluster7_mol251_,-684.2622164,-0.04143089999990934,0.107389,-684.1962583,cluster7_mol251_minus2Li,-669.0085195,-0.016745700000001307,0.107237,0.107237,4.208090378037099
cluster7_mol260_,-756.0622959,-0.05238520000000335,0.063132,-756.0515491,cluster7_mol260_minus2Li,-740.7974185,-0.02496609999991506,0.063106,0.063106,4.399120435558979
cluster7_mol274_,-685.4635421,-0.04926230000000942,0.127714,-685.3850904000001,cluster7_mol274_minus2Li,-670.2262728,-0.01646850000008726,0.129545,0.129545,4.121884397834018
cluster7_mol285_,-1004.9844964,-0.05070979999993597,0.074974,-1004.9602322,cluster7_mol285_minus2Li,-989.7432673,-0.021833800000081283,0.076798,0.076798,4.122360598796698
cluster7_mol290_,-1004.9948975,-0.045639000000051055,0.08051,-1004.9600265,cluster7_mol290_minus2Li,-989.7309882,-0.018913700000098288,0.079249,0.079249,4.359705962065743
cluster7_mol2_,-945.1296818,-0.038105100000052516,0.111948,-945.0558389,cluster7_mol2_minus2Li,-929.86138,-0.022681699999907323,0.112814,0.112814,4.294637862361755
cluster7_mol315_,-722.4235503,-0.04221419999998943,0.125124,-722.3406405,cluster7_mol315_minus2Li,-707.2325053,-0.015005200000018704,0.123913,0.123913,3.3755944924074286
cluster7_mol334_,-696.1489207,-0.04887400000006892,0.102342,-696.0954527,cluster7_mol334_minus2Li,-680.9038566,-0.02899400000001151,0.10107,0.10107,4.0100179885469736
cluster7_mol337_,-1016.8550369,-0.04815470000005462,0.070397,-1016.8327946,cluster7_mol337_minus2Li,-1001.4207432,-0.07668580000006386,0.065953,0.065953,5.882800730684057
cluster7_mol342_,-660.2906306,-0.04856900000004316,0.119578,-660.2196216,cluster7_mol342_minus2Li,-645.0309082,-0.024090500000056636,0.118183,0.118183,4.270347531480608
cluster7_mol348_,-621.0284025,-0.06990440000004128,0.095517,-621.0027899,cluster7_mol348_minus2Li,-605.7703818,-0.025784899999962363,0.097004,0.097004,4.553636763745775
cluster7_mol358_,-662.4624428,-0.0496878999999808,0.162061,-662.3500697,cluster7_mol358_minus2Li,-647.3510182,-0.014622499999973115,0.165091,0.165091,2.456893987146849
cluster7_mol36_,-780.0241881,-0.049782100000015816,0.051639,-780.0223311999999,cluster7_mol36_minus2Li,-764.7524276,-0.01972289999991972,0.050047,0.050047,4.50738404440961
cluster7_mol3_,-979.8523032,-0.04423559999997906,0.069112,-979.8274268,cluster7_mol3_minus2Li,-964.5744607,-0.02178870000000188,0.068795,0.068795,4.503910498522529
cluster7_mol40_,-621.0328045,-0.04870230000005904,0.094504,-620.9870028,cluster7_mol40_minus2Li,-605.7684753,-0.022507000000018706,0.093254,0.093254,4.358357633051645
cluster7_mol47_,-696.1856116,-0.04757059999997182,0.09779,-696.1353922,cluster7_mol47_minus2Li,-680.923197,-0.019352200000071207,0.096638,0.096638,4.36116721873686
cluster7_mol49_,-989.7310411,-0.03480920000004062,0.040396,-989.7254543,cluster7_mol49_minus2Li,-974.462231,-0.014044000000012602,0.041002,0.041002,4.37069531973941
cluster7_mol502_,-756.049381,-0.058711700000003475,0.061884,-756.0462087000001,cluster7_mol502_minus2Li,-740.7980193,-0.022425900000030197,0.062717,0.062717,4.347554674043451
cluster7_mol506_,-706.0958694,-0.04444130000001678,0.069854,-706.0704567,cluster7_mol506_minus2Li,-690.8357571,-0.019685900000013135,0.070182,0.070182,4.302862533295176
cluster7_mol507_,-682.0721746,-0.044974199999956,0.081322,-682.0358268,cluster7_mol507_minus2Li,-666.8304037,-0.02139760000000024,0.082023,0.082023,4.042350673420309
cluster7_mol547_,-745.3683534,-0.044464899999979934,0.094946,-745.3178723,cluster7_mol547_minus2Li,-730.11147,-0.0187413999999535,0.095172,0.095172,4.270714886510508
cluster7_mol548_,-720.1573625,-0.05369640000003528,0.085818,-720.1252409,cluster7_mol548_minus2Li,-704.8868216,-0.023477500000012697,0.084562,0.084562,4.497534847903582
cluster7_mol555_,-1004.9849019,-0.04085620000000745,0.078825,-1004.9469330999999,cluster7_mol555_minus2Li,-989.7183855,-0.01591390000010051,0.07729,0.07729,4.367190480641414
cluster7_mol558_,-1004.9873728,-0.03764879999994264,0.077909,-1004.9471126,cluster7_mol558_minus2Li,-989.7121847,-0.02240340000003016,0.078254,0.078254,4.378820668756058
cluster7_mol559_,-1004.9943008,-0.03677540000001045,0.077576,-1004.9535002,cluster7_mol559_minus2Li,-989.7287793,-0.018751099999917642,0.078709,0.078709,4.295829725346033
cluster7_mol560_,-1005.0007942,-0.043492700000001605,0.077352,-1004.9669349,cluster7_mol560_minus2Li,-989.7321062,-0.023485300000061216,0.078653,0.078653,4.368179618074091
cluster7_mol564_,-969.1370855,-0.03416459999994004,0.100204,-969.0710461,cluster7_mol564_minus2Li,-953.8705741,-0.014638500000046406,0.10082,0.10082,4.32269698372669
cluster7_mol57_,-732.0473762,-0.06295069999998759,0.074533,-732.0357939,cluster7_mol57_minus2Li,-716.7904516,-0.03790400000002592,0.075943,0.075943,4.2781762753283825
cluster7_mol69_,-696.1307409,-0.06858139999997093,0.096587,-696.1027353,cluster7_mol69_minus2Li,-680.9392924,-0.028308599999945727,0.097123,0.097123,3.582596330258213
cluster7_mol6_,-696.1558589,-0.05402010000000246,0.098,-696.111879,cluster7_mol6_minus2Li,-680.8858392,-0.02884360000007291,0.096856,0.096856,4.4233617857693694
cluster7_mol70_,-696.1303826,-0.06317490000003545,0.09639,-696.0971675,cluster7_mol70_minus2Li,-680.9415494,-0.028523700000050667,0.097102,0.097102,3.4729218059778426
cluster7_mol71_,-696.1902607,-0.05387660000008054,0.096529,-696.1476083,cluster7_mol71_minus2Li,-680.9379846,-0.02929380000000492,0.097348,0.097348,4.200577287401035
cluster7_mol75_,-660.2870774,-0.07423749999998108,0.121253,-660.2400619,cluster7_mol75_minus2Li,-645.0624948,-0.026143600000068545,0.124412,0.124412,4.175510068662552
cluster7_mol77_,-1027.1352654,-0.04191949999994904,0.042597,-1027.1345879,cluster7_mol77_minus2Li,-1011.8772038,-0.01616039999998975,0.0419,0.0419,4.274671436236575
cluster7_mol8_,-660.2997839,-0.05145349999997961,0.119995,-660.2312423999999,cluster7_mol8_minus2Li,-645.0349393,-0.02333109999995031,0.118325,0.118325,4.385875245892375
cluster8_mol56_,-1041.2193786,-0.04835230000003321,0.059142,-1041.2085889,cluster8_mol56_minus2Li,-1025.9377091,-0.020601100000021688,0.059161,0.059161,4.632720138103579
cluster9_mol102_,-472.9976698,-0.05964620000003151,0.128577,-472.928739,cluster9_mol102_minus2Li,-457.8914248,-0.014638200000035795,0.134044,0.134044,2.554855328289664
cluster9_mol104_,-394.459919,-0.0672313000000031,0.075202,-394.4519483,cluster9_mol104_minus2Li,-379.3722405,-0.019993200000044453,0.082649,0.082649,2.3595258563510626
cluster9_mol111_,-792.6758369,-0.029330599999980222,0.075763,-792.6294045,cluster9_mol111_minus2Li,-777.4213346,-0.0198161999999229,0.079085,0.079085,4.059904801522732
cluster9_mol153_,-472.9976187,-0.059660400000041136,0.129139,-472.9281401,cluster9_mol153_minus2Li,-457.891418,-0.01465760000002092,0.134141,0.134141,2.5478551741205084
cluster9_mol154_,-472.9977585,-0.05953530000005003,0.128585,-472.92870880000004,cluster9_mol154_minus2Li,-457.8914259,-0.014641299999993862,0.134156,0.134156,2.555911133856033
cluster9_mol155_,-507.6950106,-0.055562300000019604,0.086695,-507.6638779,cluster9_mol155_minus2Li,-492.5580732,-0.022587499999985994,0.087669,0.087669,2.7475969881328495
cluster9_mol156_,-471.7724391,-0.06086670000001959,0.107495,-471.72581080000003,cluster9_mol156_minus2Li,-456.6672844,-0.01201829999996562,0.113186,0.113186,2.595320165052089
cluster9_mol157_,-753.2343103,-0.06439880000004905,0.049342,-753.2493671,cluster9_mol157_minus2Li,-738.1835179,-0.007928400000082547,0.056477,0.056477,1.9790304016147906
cluster9_mol159_,-432.5197135,-0.06339819999999463,0.079205,-432.5039067,cluster9_mol159_minus2Li,-417.4799764,-0.009699099999977534,0.088415,0.088415,1.8191411659850618
cluster9_mol160_,-420.0103019,-0.060375500000020565,0.088683,-419.9819944,cluster9_mol160_minus2Li,-404.8210412,-0.011020099999996091,0.089662,0.089662,3.6824325426230486
cluster9_mol179_,-433.736633,-0.05903230000001258,0.101091,-433.6945743,cluster9_mol179_minus2Li,-418.6433423,-0.018237300000009782,0.107293,0.107293,2.3312816968966916
cluster9_mol195_,-532.886167,-0.051869600000031824,0.09731,-532.8407266,cluster9_mol195_minus2Li,-517.7640236,-0.020468900000082613,0.099691,0.099691,2.5440401241118487
cluster9_mol196_,-493.7174828,-0.06458289999994804,0.067555,-493.71451069999995,cluster9_mol196_minus2Li,-478.497081,-0.021405900000047495,0.073946,0.073946,4.095702868838536
cluster9_mol212_,-471.8814834,-0.030615000000011605,0.111258,-471.80084039999997,cluster9_mol212_minus2Li,-456.670089,-0.011337299999979678,0.110525,0.110525,3.551055499559268
cluster9_mol227_,-852.3679134,-0.06421720000003006,0.040237,-852.3918936,cluster9_mol227_minus2Li,-837.3146798,-0.007174399999939851,0.046951,0.046951,2.014304647873197
cluster9_mol247_,-532.8608282,-0.06160449999993034,0.093853,-532.8285797,cluster9_mol247_minus2Li,-517.7559816,-0.015604599999960556,0.099578,0.099578,2.552834875626769
cluster9_mol248_,-532.8898625,-0.04767289999995228,0.095547,-532.8419884,cluster9_mol248_minus2Li,-517.7519974,-0.016431999999895197,0.099913,0.099913,2.782778715344603
cluster9_mol258_,-493.5152278,-0.07103569999998172,0.064119,-493.52214449999997,cluster9_mol258_minus2Li,-478.4041622,-0.011537700000019413,0.068449,0.068449,2.8021206379226684
cluster9_mol262_,-493.6175483,-0.05116629999997713,0.06829,-493.6004246,cluster9_mol262_minus2Li,-478.5000611,-0.0196329999999989,0.073384,0.073384,2.5194055679640126
cluster9_mol291_,-531.6536873,-0.06330900000000383,0.07131,-531.6456863,cluster9_mol291_minus2Li,-516.6114353,-0.008991199999968558,0.078892,0.078892,1.8396259708751015
cluster9_mol307_,-532.8604329,-0.0656063000000131,0.090508,-532.8355312,cluster9_mol307_minus2Li,-517.7751293,-0.018804400000021815,0.09801,0.09801,2.322027071305993
cluster9_mol313_,-553.377455,-0.06950979999999163,0.030973,-553.4159918,cluster9_mol313_minus2Li,-538.2567052,-0.010785299999952258,0.035662,0.035662,2.92824178291936
cluster9_mol32_,-507.7500929,-0.05592639999997573,0.087024,-507.7189953,cluster9_mol32_minus2Li,-492.5685992,-0.02243450000003122,0.088133,0.088133,3.362690806861631
cluster9_mol331_,-532.8899738,-0.04883510000001934,0.094117,-532.8446919,cluster9_mol331_minus2Li,-517.7689626,-0.016923600000041006,0.098831,0.098831,2.567327711820074
cluster9_mol34_,-433.7269128,-0.0619010000000344,0.103217,-433.68559680000004,cluster9_mol34_minus2Li,-418.6235392,-0.016296699999998054,0.109092,0.109092,2.529452047728328
cluster9_mol35_,-468.5571717,-0.04303709999999228,0.063535,-468.5366738,cluster9_mol35_minus2Li,-453.3022548,-0.018661799999961204,0.062838,0.062838,4.21305783437915
cluster9_mol380_,-458.0516412,-0.05922549999996818,0.094727,-458.0161397,cluster9_mol380_minus2Li,-442.8610442,-0.009412200000042503,0.095931,0.095931,3.7099052565164894
cluster9_mol382_,-697.0665655,-0.062299899999970876,0.058964,-697.0699014,cluster9_mol382_minus2Li,-681.9531754,-0.00980620000007093,0.063749,0.063749,2.744639099860104
cluster9_mol383_,-433.7269104,-0.061942999999985204,0.102975,-433.6858784,cluster9_mol383_minus2Li,-418.6235406,-0.016304899999965983,0.109122,0.109122,2.5335609817592046
cluster9_mol44_,-472.9924252,-0.06069039999999859,0.126884,-472.9262316,cluster9_mol44_minus2Li,-457.8925506,-0.016101700000035635,0.133562,0.133562,2.4789529763688902
cluster9_mol45_,-472.9836174,-0.04849259999997457,0.129517,-472.90259299999997,cluster9_mol45_minus2Li,-457.8768612,-0.013821699999994053,0.13471,0.13471,2.4174386964290138
cluster9_mol46_,-507.824823,-0.041795200000024124,0.087495,-507.7791232,cluster9_mol46_minus2Li,-492.5742292,-0.01681980000000749,0.087384,0.087384,4.170376622273126
cluster9_mol63_,-473.0040574,-0.054746199999954115,0.130336,-472.9284676,cluster9_mol63_minus2Li,-457.8944739,-0.014152600000045368,0.133933,0.133933,2.5147741734463587
